流水号,平台用户编号,金额
268103255256990831,689159,5.49
268103255256990832,690430,7744.02
268103255256990833,685545,1411.27
268103255256990834,685553,62.58
268103255256990835,684146,54621.67
268103255256990836,687830,610.32
268103255256990837,689165,187968.17
268103255256990838,683309,334.86
268103255256990839,69174,10360.00
268103255256990840,687831,23215.74
268103255256990841,689173,20.53
268103255256990842,689174,1603.98
268103255256990843,687839,330.74
268103255256990844,693136,28.96
268103255256990845,689193,117.23
268103255256990846,69314,990.51
268103255256990847,690446,199.53
268103255256990848,685585,0.29
268103255256990849,687856,494.10
268103255256990850,690447,155.80
268103255256990851,684173,34.89
268103255256990852,683337,379.48
268103255256990853,685589,799.16
268103255256990854,691761,4026.72
268103255256990855,68418,54174.08
268103255256990856,686718,844.75
268103255256990857,687861,118.99
268103255256990858,690456,7627.87
268103255256990859,689209,213.37
268103255256990860,690458,182.88
268103255256990861,693162,85312.15
268103255256990862,685623,9.00
268103255256990863,687869,11476.15
268103255256990864,685627,288.60
268103255256990865,683358,2413.31
268103255256990866,693172,931.94
268103255256990867,686735,9.63
268103255256990868,69439,289.51
268103255256990869,684206,29.19
268103255256990870,690467,45185.60
268103255256990871,694391,155.83
268103255256990872,690471,20216.75
268103255256990873,683389,21759.01
268103255256990874,683390,434.15
268103255256990875,689233,86.06
268103255256990876,686752,5086.59
268103255256990877,683393,16.97
268103255256990878,691787,3747.10
268103255256990879,689249,20310.00
268103255256990880,684226,37042.70
268103255256990881,693196,0.10
268103255256990882,687906,624.00
268103255256990883,686761,1095.45
268103255256990884,690492,148.92
268103255256990885,686763,638.23
268103255256990886,69320,374.85
268103255256990887,689258,88.00
268103255256990888,691831,52.45
268103255256990889,683423,261.63
268103255256990890,690506,134829.92
268103255256990891,686785,3065.52
268103255256990892,687930,86.48
268103255256990893,683424,5.00
268103255256990894,691841,3069.50
268103255256990895,685668,1087.73
268103255256990896,694427,1.00
268103255256990897,683433,1728.91
268103255256990898,693233,20991.20
268103255256990899,690524,125290.03
268103255256990900,689276,4823.96
268103255256990901,685677,405.17
268103255256990902,686792,360.77
268103255256990903,691860,21536.55
268103255265379334,687940,34729.80
268103255265379335,693246,462.53
268103255265379336,684289,15849.52
268103255265379337,690552,238.89
268103255265379338,68344,1485.05
268103255265379339,690559,2007.56
268103255265379340,68430,5.74
268103255265379341,693254,268.39
268103255265379342,689293,46741.17
268103255265379343,685694,150.37
268103255265379344,685696,1373.71
268103255265379345,684310,5.00
268103255265379346,690572,3733.95
268103255265379347,685704,956.21
268103255265379348,68432,20106.46
268103255265379349,690576,5.00
268103255265379350,68345,924.05
268103255265379351,683450,1.00
268103255265379352,683451,191.01
268103255265379353,683452,431.96
268103255265379354,68434,33.76
268103255265379355,693273,51817.93
268103255265379356,689354,270.86
268103255265379357,686826,234.07
268103255265379358,686828,2206.50
268103255265379359,688005,1700.61
268103255265379360,684365,223.22
268103255265379361,686833,42.24
268103255265379362,694479,127.36
268103255265379363,691947,119.69
268103255265379364,693307,475.07
268103255265379365,691950,120.87
268103255265379366,689390,237.23
268103255265379367,688022,201.63
268103255265379368,686848,20594.54
268103255265379369,691964,137.83
268103255265379370,689402,33.01
268103255265379371,691970,811.67
268103255265379372,689403,732.27
268103255265379373,683496,2989.89
268103255265379374,688029,9704.39
268103255265379375,68441,1822.01
268103255265379376,685764,72.58
268103255265379378,688037,52811.78
268103255265379379,684418,13379.91
268103255265379380,68442,53.30
268103255265379381,686865,18.40
268103255265379382,693339,52220.39
268103255265379383,693340,2139.89
268103255265379384,685778,22078.57
268103255265379385,689432,208.12
268103255265379386,692006,276.27
268103255265379387,686884,328.20
268103255265379388,692012,4711.99
268103255265379389,690692,1994.31
268103255265379390,689437,56340.31
268103255265379391,684440,4.99
268103255265379392,689438,88.11
268103255265379393,683526,241.69
268103256641111042,692017,55085.97
268103256641111043,693358,5000.00
268103256641111044,684455,58915.50
268103256641111045,688057,3926.72
268103256641111046,686892,57.27
268103256641111047,688073,493.60
268103256641111048,694531,139.19
268103256641111049,692030,189.69
268103256641111050,686908,126.57
268103256641111051,685807,1842.00
268103256641111052,686909,92.19
268103256641111053,693381,665.36
268103256641111054,684469,286.93
268103256641111055,689462,0.01
268103256641111056,685814,36.85
268103256641111057,694542,2650.82
268103256641111058,689466,15233.98
268103256641111059,693394,164.22
268103256641111060,683557,17585.62
268103256641111061,693395,3.84
268103256641111062,690731,5.00
268103256641111063,688093,67.64
268103256641111064,689479,538.55
268103256641111065,684486,0.50
268103256641111066,685824,117.79
268103256641111067,683566,10481.49
268103256641111068,689491,251.96
268103256641111069,693405,72.34
268103256641111070,684500,134714.19
268103256641111071,688109,1129.39
268103256641111072,693413,1262.00
268103256641111073,690756,1583.77
268103256641111074,689498,1512.15
268103256641111075,694556,5.00
268103256641111076,688116,17545.03
268103256641111077,692091,232.98
268103256641111078,689504,122.32
268103256641111079,69076,8498.43
268103256641111080,694561,704.24
268103256641111081,683583,393.72
268103256641111082,684526,221.10
268103256641111083,684527,338.33
268103256641111084,683589,1341.04
268103256641111085,692128,5.00
268103256641111086,693454,0.04
268103256641111087,684535,172.73
268103256641111088,69346,55553.62
268103256641111089,692145,3.83
268103256641111090,683602,8.35
268103256641111091,690799,33.47
268103256641111092,684538,39.63
268103256641111093,694591,1795.74
268103256641111094,688149,301.48
268103256641111095,68815,844.22
268103256641111096,686974,58.59
268103256641111097,689577,89.95
268103256641111098,692186,39.68
268103256641111099,689580,20438.41
268103256641111100,690811,508.42
268103256641111101,693509,5.17
268103256641111102,685882,31.58
268103256641111103,689584,96.86
268103256641111104,684560,362.93
268103256641111105,688179,12.92
268103256641111106,689593,1331.41
268103256641111107,687008,21984.09
268103256641111108,685903,32106.63
268103256649499649,690828,2607.24
268103256649499650,684576,128.94
268103256649499651,690829,2.47
268103256649499652,689601,73.33
268103256649499653,684579,434.90
268103256649499654,69462,11696.31
268103256649499655,692224,349.10
268103256649499656,692226,16134.61
268103256649499657,687016,697.86
268103256649499658,692231,51355.39
268103256649499659,684583,6835.89
268103256649499660,689610,222.52
268103256649499661,690837,150.53
268103256649499662,684585,195.43
268103256649499663,690839,1659.51
268103256649499664,693555,110.77
268103256649499665,683645,235.54
268103256649499666,687036,6723.11
268103256649499667,685926,560.59
268103256649499668,693556,6310.58
268103256649499669,687040,484.46
268103256649499670,683649,62.20
268103256649499671,690852,13979.27
268103256649499672,684607,10481.24
268103256649499673,692259,0.03
268103256649499674,694647,40.05
268103256649499675,689651,1302.00
268103256649499676,687055,180.94
268103256649499677,694652,8959.95
268103256649499678,683661,182.08
268103256649499679,687060,771.03
268103256649499680,68597,212.19
268103256649499681,693572,32342.33
268103256649499682,683669,52.31
268103256649499683,692273,58.33
268103256649499684,694659,636.43
268103256649499685,687070,643.70
268103256649499686,693579,8937.24
268103256649499687,689667,35.43
268103256649499688,684646,12080.16
268103256649499689,688239,1945.15
268103256649499690,684659,62.99
268103256649499691,688240,1592.15
268103256649499692,686,435.15
268103256649499693,692315,371.82
268103256649499694,694682,619.21
268103256649499695,687109,347.24
268103256649499696,690895,140.92
268103256649499697,689687,30000.00
268103256649499698,684688,25.38
268103256649499699,690900,870.57
268103256649499700,694690,320.24
268103256649499701,68370,836.26
268103256649499702,686011,880.47
268103256649499703,683702,16.12
268103256649499704,684693,8037.74
268103256649499705,689704,12861.53
268103256649499706,688268,1103.20
268103256649499707,693639,17.35
268103256649499708,687134,433.16
268103256649499709,687136,33770.74
268103256649499710,69092,1368.42
268103256649499711,692350,113.72
268103256649499712,692353,312.23
268103256649499713,684701,2.38
268103256649499714,689722,161.07
268103256649499715,683712,5.00
268103256649499716,690935,2218.40
268103256649499717,689730,6714.39
268103256649499718,68829,3497.53
268103256649499719,694718,1481.14
268103256649499720,690939,732.96
268103256649499721,687150,744.80
268103256649499722,683723,3135.84
268103256649499723,689744,82.21
268103256649499724,692370,65.48
268103256649499725,687152,116.34
268103256649499726,689746,22339.66
268103256649499727,689749,107.53
268103256649499728,693665,95716.95
268103256649499729,694728,39.12
268103256649499730,690948,88.10
268103256649499731,694729,663.84
268103256649499732,68609,50000.00
268103256649499733,690950,9543.32
268103256649499734,690951,2411.54
268103256649499735,684743,18.65
268103256649499736,689764,43.20
268103256649499737,689776,150575.90
268103256649499738,686102,464.78
268103256649499739,690971,893.25
268103256649499740,690979,30169.49
268103256649499741,689796,2680.73
268103256649499742,687181,196.88
268103256649499743,688360,23273.31
268103256649499744,689801,152.84
268103256649499745,690985,136016.03
268103256649499746,694760,480.40
268103256649499747,689803,142.17
268103256649499748,693693,3845.80
268103256649499749,693695,240.65
268103256649499750,694775,872.63
268103256649499751,689814,35.11
268103256649499752,687197,72.95
268103256649499753,687198,252.33
268103256649499754,690997,706.40
268103256649499755,693701,0.42
268103256649499756,691002,2.10
268103256649499757,693712,0.89
268103256649499758,694796,8.70
268103256649499759,687212,200.15
268103256649499760,686158,207.95
268103256649499761,688390,49.99
268103256649499762,68616,3358.46
268103256649499763,692441,14.29
268103256649499764,689829,18.49
268103256649499765,691011,102.65
268103256649499766,691017,14093.52
268103256649499767,688393,0.11
268103256649499768,694833,792.10
268103256649499769,688396,272.71
268103256649499770,687224,2.86
268103256649499772,688398,6710.65
268103256649499773,692450,1.50
268103256649499774,686176,6650.00
268103256649499775,689848,4268.32
268103256649499776,687228,466.36
268103256649499777,694866,539.23
268103256649499778,689859,7288.36
268103256649499779,686190,52005.37
268103256649499780,694874,91.75
268103256649499781,694877,10085.14
268103256649499782,686194,11040.91
268103256649499783,693760,2065.18
268103256649499784,689867,57.81
268103256649499785,688428,1509.23
268103256649499786,686204,316.69
268103256649499787,69106,306.49
268103256649499788,684875,6160.88
268103256649499789,691082,875.80
268103256649499790,684879,31322.07
268103256649499791,686213,389.85
268103256649499792,684882,142.46
268103256649499793,692476,807.16
268103256649499794,694904,763.86
268103256649499795,689891,13390.40
268103256649499796,684892,1751.11
268103256649499797,694909,23.55
268103256649499798,693807,37.77
268103256649499799,688458,2614.13
268103256649499801,693809,71.91
268103256649499802,687275,269.82
268103256649499803,689901,140.01
268103256649499804,692489,845.91
268103256649499805,691108,2577.10
268103256649499806,688476,17998.62
268103256649499807,692495,446.45
268103256649499808,686254,291.24
268103256649499809,69383,20254.82
268103256649499810,688490,35.65
268103256649499811,694966,36689.56
268103256649499812,689929,26872.31
268103256649499813,694974,8051.95
268103256649499814,693839,200.14
268103256649499815,686260,8.92
268103256649499816,694978,349.07
268103256649499817,689934,4196.18
268103256649499818,687301,206.80
268103256649499819,687304,1016.38
268103256649499820,684932,900.54
268103256649499821,687316,1568.66
268103256649499822,69116,301.75
268103256649499823,689963,276.51
268103256649499824,686304,0.93
268103256649499825,687357,17.01
268103256649499826,688561,130923.78
268103256649499827,688562,113.15
268103256649499828,684976,417.54
268103256649499829,688565,161.12
268103256649499830,688570,43056.45
268103256649499831,693877,240.86
268103256649499832,687369,70.43
268103256649499833,695028,781.21
268103256649499834,691202,2041.89
268103256649499835,693886,20.63
268103256649499836,688600,400.76
268103256649499837,689995,4026.72
268103256649499838,685002,8051.95
268103256649499839,691216,2295.23
268103256649499840,695051,8.19
268103256649499841,685008,10917.96
268103256649499842,691225,0.21
268103256649499843,686351,5315.27
268103256649499844,69123,470.56
268103256649499845,687396,348.83
268103256649499846,69392,110.37
268103256649499848,688629,297.48
268103256649499849,690020,41.53
268103256649499850,691257,9462.79
268103256649499851,688646,103015.76
268103256649499852,688647,21332.68
268103256649499853,687409,140.73
268103256649499854,69395,12076.33
268103256649499855,687412,156.58
268103256649499856,693959,29.47
268103256649499857,691269,10.32
268103256649499858,688662,16806.06
268103256649499859,690039,231.87
268103256649499860,693972,1477.36
268103256649499861,685066,313.32
268103256649499862,693977,216.44
268103256649499863,691294,110.49
268103256649499864,688676,638.50
268103256649499865,691302,46.48
268103256649499866,693991,18.94
268103256649499867,687439,51.43
268103256649499868,693993,13.98
268103256649499869,691310,117.74
268103256649499870,69007,598.40
268103256649499871,692616,63.33
268103256649499872,686394,5.00
268103256649499873,694004,1219.67
268103256649499874,686395,954.65
268103256649499875,692625,227.08
268103256649499876,687450,3462.98
268103256649499877,691322,437.51
268103256649499878,69008,37518.29
268103256649499879,695152,11.80
268103256649499880,687456,629.85
268103256649499881,695159,100754.59
268103256649499882,685118,74.79
268103256649499883,690093,311.88
268103256649499884,69532,427.55
268103256649499885,688735,148.32
268103256649499886,685129,195.45
268103256649499887,690105,2084.46
268103256649499888,692665,177.43
268103256649499889,687470,690.00
268103256649499890,69136,4189.77
268103256649499891,695349,759.87
268103256649499892,685144,392.62
268103256649499893,690125,11798.29
268103256649499894,687492,1765.31
268103256649499895,688756,2148.95
268103256649499896,687495,98.07
268103256649499897,690128,15253.15
268103256649499898,691376,1431.36
268103256649499899,695358,97.09
268103256649499900,692690,5100.18
268103256649499901,694057,276.05
268103256649499902,685154,20.39
268103256649499903,687502,6080.35
268103256649499904,691381,309.53
268103256649499905,694059,1283.12
268103256649499906,692704,12080.16
268103256649499907,691386,127.81
268103256649499908,687504,173058.53
268103256649499909,685157,146.05
268103256649499910,692709,269.09
268103256649499911,690144,317.24
268103256649499912,686427,105.14
268103256649499913,691401,236.87
268103256649499914,694065,23566.20
268103256649499915,68516,354.36
268103256649499916,691404,560.59
268103256649499917,691425,122.40
268103256649499918,688791,39.70
268103256649499919,691426,60.13
268103256649499920,688802,205.11
268103256649499921,694082,3220.78
268103256649499922,692732,262.68
268103256649499923,690159,8697.71
268103256649499924,69144,22211.14
268103256649499925,695216,1.20
268103256649499926,687536,366.93
268103256649499927,69409,0.70
268103256649499928,694091,37903.49
268103256649499929,692742,6359.95
268103256657888256,695232,2.78
268103256657888257,688822,107.65
268103256657888258,692762,251.42
268103256657888259,69411,448.49
268103256657888260,695247,1104.86
268103256657888261,694121,0.05
268103256657888262,695440,1204.19
268103256657888263,694143,1138.91
268103256657888264,694153,53.88
268103256657888265,695487,432.96
268103256657888266,695517,1579.34
268103256657888267,695524,434.59
268103256657888268,695549,187.70
268103256657888269,69555,213.80
268103256657888270,695608,112.55
268103256657888271,69562,4.36
268103256657888272,695623,524.68
268103256657888273,695640,2.67
268103256657888274,695659,23164.27
268103256657888275,695752,128.26
268103256657888276,695772,7192.99
268103256657888277,695787,1625.64
268103256657888278,69581,379.95
268103256657888279,695819,72.49
268103256657888280,695841,272.91
268103256657888281,695851,22.17
268103256657888282,695868,215.35
268103256657888283,695877,225.24
268103256657888284,695880,30006.11
268103256657888285,695889,73826.59
268103256657888286,695927,92.52
268103256657888287,695937,152.80
268103256657888288,695953,12572.59
268103256657888289,695964,30.83
268103256657888290,695980,9325.13
268103256657888291,696011,206.93
268103256657888292,696014,339.96
268103256657888293,696655,182.58
268103256657888294,696679,11.15
268103256657888295,698276,56.76
268103256657888296,696050,53.05
268103256657888297,698287,114.45
268103256657888298,696706,25.96
268103256657888299,696715,107.61
268103256657888300,700346,194.28
268103256657888301,700358,151298.98
268103256657888302,696077,284.68
268103256657888303,702609,116.34
268103256657888304,698349,17906.65
268103256657888305,696099,249.65
268103256657888306,698373,40.81
268103256657888307,696755,183.90
268103256657888308,696103,1807.81
268103256657888309,696758,240.20
268103256657888310,701557,3778.05
268103256657888311,700391,3141.37
268103256657888312,698439,154.58
268103256657888313,701561,11.78
268103256657888314,696779,5.00
268103256657888315,706449,111.36
268103256657888316,704749,19313.82
268103256657888317,706458,1667.69
268103256657888318,696799,75.79
268103256657888319,698469,51.72
268103256657888320,704757,1420.35
268103256657888321,69847,26795.37
268103256657888322,696811,0.61
268103256657888323,696816,172.55
268103256657888324,706471,1869.50
268103256657888325,702682,0.90
268103256657888326,70648,154.92
268103256657888327,69851,107.38
268103256657888328,696184,1185.71
268103256657888329,706485,180.92
268103256657888330,704784,131.52
268103256657888331,696197,553.28
268103256657888332,698533,62619.49
268103256657888333,705548,185.85
268103256657888335,69857,835.17
268103256657888336,696211,149.69
268103256657888337,703827,2869.34
268103256657888338,70270,477.85
268103256657888339,696850,7001.17
268103256657888340,703830,128.60
268103256657888341,705559,26.87
268103256657888342,698598,116.30
268103256657888343,701613,108.35
268103256657888344,700478,756.33
268103256657888345,706538,1112.00
268103256657888346,696224,22.21
268103256657888347,70654,13640.04
268103256657888348,698605,21120.04
268103256657888349,706541,1062.18
268103256657888350,705572,28.65
268103256657888351,696876,6036.44
268103256657888352,706554,79.25
268103256657888353,706559,244.13
268103256657888354,700502,203.92
268103256657888355,69866,297.29
268103256657888356,703848,314.58
268103256657888357,700512,32112.45
268103256657888358,705583,212.35
268103256657888359,696887,91.99
268103256657888360,705586,475.51
268103256657888361,706575,10501.20
268103256657888362,705588,477.89
268103256657888363,698719,5.00
268103256657888364,696901,0.89
268103256657888365,696265,3.11
268103256657888366,698733,5.00
268103256657888367,706602,404.27
268103256657888368,706607,3.70
268103256657888369,696906,18743.03
268103256657888370,700545,34.21
268103256657888371,705602,137.81
268103256657888372,698745,80.40
268103256657888373,703874,30725.75
268103256657888374,70662,13.92
268103256657888375,704864,2271.29
268103256657888376,700555,250.39
268103256657888377,70663,352.37
268103256657888378,696292,0.12
268103256657888379,706637,738.57
268103256657888380,70169,1872.40
268103256657888381,704878,87.46
268103256657888382,706639,32383.97
268103256657888383,700566,33172.23
268103256657888384,705627,316.98
268103256657888385,696301,80593.24
268103256657888386,701704,10.71
268103256657888387,706654,32992.13
268103256657888388,705638,1059.29
268103256657888389,70489,272.96
268103256657888390,706655,254.25
268103256657888391,70564,112.68
268103256657888392,696306,39.89
268103256657888393,700592,71227.75
268103256657888394,705640,5161.16
268103256657888395,706665,33.23
268103256657888396,696951,3.54
268103256657888397,705644,377.64
268103256657888398,702783,68.50
268103256657888399,705646,58702.40
268103256657888400,70566,180.00
268103256657888401,70061,596.86
268103256657888402,706684,671.39
268103256657888403,698900,0.79
268103256657888404,705670,392.90
268103256657888405,696968,216.16
268103256657888406,70281,79.16
268103256657888407,705679,19927.13
268103256657888408,701735,261.98
268103256657888409,700652,57333.90
268103256657888410,700654,77390.55
268103256657888411,706702,5331.03
268103256657888412,704924,12419.58
268103256657888413,696986,165.66
268103256657888414,702846,181.19
268103256657888415,698970,26427.00
268103256657888416,706710,1144.13
268103256657888417,702857,11719.79
268103256657888418,701756,0.76
268103256657888419,705692,19497.32
268103256657888420,706713,1000.00
268103256657888421,704937,651.49
268103256657888422,696995,414.04
268103256657888423,705698,945.90
268103256657888424,703954,36.93
268103256657888425,696360,589.41
268103256657888426,702886,5708.19
268103256657888427,697009,51934.56
268103256657888428,703963,0.70
268103256657888429,701782,9.48
268103256657888430,697029,23262.81
268103256657888431,706736,17.71
268103256657888432,702911,32333.48
268103256657888433,697031,1394.93
268103256657888434,706739,32902.81
268103256657888435,699045,318.04
268103256657888436,697045,196.71
268103256657888437,696386,10828.95
268103256657888438,704967,303.46
268103256657888439,696387,38.08
268103256657888440,705719,366.77
268103256657888441,697065,27.36
268103256657888442,702920,448.80
268103256657888443,699067,371.53
268103256657888444,699068,14990.85
268103256657888445,702926,4.58
268103256657888446,706754,1098.02
268103256657888447,703990,17.77
268103256657888448,704978,127188.25
268103256657888449,702927,234.88
268103256657888450,706755,1758.64
268103256657888451,702929,16.40
268103256657888452,700725,643.19
268103256657888453,70182,12070.84
268103256657888454,70573,296.41
268103256657888455,704980,32.85
268103256657888456,706762,201285.23
268103256657888457,697101,0.23
268103256657888458,702940,21006.15
268103256657888459,697111,260.50
268103256657888460,702949,98.99
268103256657888461,700744,125.66
268103256657888462,706783,31581.23
268103256657888463,696452,1294.92
268103256657888464,700761,11.28
268103256657888465,697158,312.16
268103256657888466,705767,17.49
268103256657888467,701865,214.86
268103256657888468,70403,62325.20
268103256657888469,70077,46.20
268103256657888470,701868,0.50
268103256657888471,697185,27.65
268103256657888472,701876,1.55
268103256657888473,699190,22.78
268103256657888474,696499,1649.96
268103256657888475,706817,34.36
268103256657888476,699208,10414.78
268103256657888477,700786,46.78
268103256657888478,704045,13985.03
268103256657888479,705799,63.51
268103256657888481,706829,31.62
268103256657888482,703012,907.75
268103256657888483,699229,1408.45
268103256657888484,696518,0.76
268103256657888485,706846,261.95
268103256657888486,697235,0.67
268103256657888487,697243,8.56
268103256657888488,703020,57.89
268103256657888489,706854,14234.59
268103256657888490,69926,2.70
268103256657888491,697253,111.02
268103256657888492,705821,1315.28
268103256657888493,706860,331.29
268103256657888494,70082,112949.45
268103256657888495,705822,14342.67
268103256657888496,705827,0.27
268103256657888497,70583,4910.53
268103256657888498,705064,222.12
268103256657888499,70687,575.08
268103256657888500,697272,23.86
268103256657888501,700844,1302.74
268103256657888502,697279,4.36
268103256657888503,703050,3.60
268103256657888504,696563,5.59
268103256657888505,705074,360.07
268103256657888506,706886,67.65
268103256657888507,704081,134.30
268103256657888508,703054,372.21
268103256657888509,700857,60.57
268103256657888510,703060,168.90
268103256657888511,697293,1437.36
268103256657888512,705861,2416.25
268103256657888513,70409,14.56
268103256657888514,701949,83.77
268103256657888515,70087,51207.29
268103256657888516,703080,0.37
268103256657888517,696589,5.00
268103256657888518,700875,8051.95
268103256657888519,705092,1498.84
268103256657888520,700879,24176.09
268103256657888521,706919,2171.51
268103256657888522,70588,8188.68
268103256657888523,697314,1957.76
268103256657888524,706928,52.07
268103256657888525,701966,149.59
268103256657888526,69733,58.50
268103256657888527,699413,5.00
268103256657888528,700893,160.97
268103256657888529,705886,521.01
268103256657888530,701975,0.13
268103256657888531,706936,283728.59
268103256657888532,697356,2348.62
268103256666276865,706956,767.28
268103256666276866,70590,7.78
268103256666276867,703114,10.23
268103256666276868,707000,30.20
268103256666276869,707005,59.70
268103256666276870,707021,801.19
268103256666276871,70414,313.47
268103256666276872,70514,26.46
268103256666276873,699477,5.00
268103256666276874,700934,1704.30
268103256666276875,703179,407.43
268103256666276876,704146,2621.83
268103256666276877,702031,44.08
268103256666276878,705147,37.19
268103256666276879,70704,411.44
268103256666276880,699515,81.80
268103256666276881,707042,1004.50
268103256666276882,69952,459.47
268103256666276883,699523,56578.58
268103256666276884,70416,2887.63
268103256666276885,702045,400.00
268103256666276886,699526,90.36
268103256666276887,704161,544.91
268103256666276888,704163,171.24
268103256666276889,705160,15.55
268103256666276890,707062,44.52
268103256666276891,697516,3.68
268103256666276892,70206,256710.67
268103256666276893,699581,81.67
268103256666276894,700978,14831.02
268103256666276895,697544,438.61
268103256666276896,697550,14.32
268103256666276897,70098,6.56
268103256666276898,707097,41.71
268103256666276899,705169,6.02
268103256666276900,705962,0.29
268103256666276901,70099,1817.37
268103256666276902,70711,322.74
268103256666276903,700990,4823.18
268103256666276904,70419,58090.30
268103256666276905,697580,336.79
268103256666276906,707129,10072.65
268103256666276907,70598,80.31
268103256666276908,699640,435.43
268103256666276909,704209,3631.40
268103256666276910,702104,28.79
268103256666276911,702108,72.31
268103256666276912,701021,200.19
268103256666276913,703252,44.14
268103256666276914,699664,523.28
268103256666276915,702121,92.51
268103256666276916,707166,26.03
268103256666276917,704218,36.58
268103256666276918,704221,40.00
268103256666276919,697635,581.57
268103256666276920,697636,25.80
268103256666276921,699704,3952.88
268103256666276922,699716,1783.21
268103256666276923,705207,5.00
268103256666276924,706003,777.14
268103256666276925,70720,484.12
268103256666276926,702147,16698.50
268103256666276927,697651,50481.36
268103256666276928,703284,4156.78
268103256666276929,70722,40747.20
268103256666276930,706014,148.44
268103256666276931,697655,78.82
268103256666276932,702153,83.06
268103256666276933,703290,10850.00
268103256666276934,707230,149.18
268103256666276935,704240,31566.38
268103256666276936,703295,12.16
268103256666276937,706021,3019.73
268103256666276938,69768,598.93
268103256666276939,705229,55.79
268103256666276940,697707,0.26
268103256666276941,702185,8051.95
268103256666276942,704281,6129.36
268103256666276943,697716,5.07
268103256666276944,702186,409.64
268103256666276945,704283,281.33
268103256666276946,70219,17145.18
268103256666276947,704295,172.57
268103256666276948,704296,93.21
268103256666276949,704301,334.26
268103256666276950,699829,154.91
268103256666276951,699837,155.00
268103256666276952,697740,5.00
268103256666276953,699875,725.32
268103256666276954,703363,76.26
268103256666276955,707328,806.50
268103256666276956,702216,28.99
268103256666276957,706073,607.50
268103256666276958,707329,152.92
268103256666276959,703369,1.14
268103256666276960,70735,99.30
268103256666276961,707350,39.13
268103256666276962,704326,357.08
268103256666276963,707355,1156.47
268103256666276964,702228,30058.71
268103256666276965,699904,1042.68
268103256666276966,703387,5.26
268103256666276967,697773,5.00
268103256666276968,70737,513.35
268103256666276969,707386,79.32
268103256666276970,697779,174.07
268103256666276971,704348,65.60
268103256666276972,706102,5098.70
268103256666276973,697789,5.00
268103256666276974,707409,128.35
268103256666276975,705284,80.13
268103256666276976,697793,5.00
268103256666276977,705286,665.98
268103256666276978,704366,2881.01
268103256666276979,703410,507.79
268103256666276980,697797,13826.95
268103256666276981,703411,316.36
268103256666276982,702254,42.29
268103256666276983,704373,48.05
268103256666276984,701172,190.53
268103256666276985,707425,30802.56
268103256666276986,706129,146.37
268103256666276987,70743,9.61
268103256666276988,699970,103.42
268103256666276989,702265,2633.52
268103256666276990,697815,201.25
268103256666276991,707443,64.98
268103256666276992,708003,393.16
268103256666276993,708007,7.81
268103256666276994,707458,0.30
268103256666276995,708011,995.86
268103256666276996,706149,2.40
268103256666276997,708012,52800.02
268103256666276998,702304,1972.56
268103256666276999,705309,5.00
268103256666277000,704406,9428.42
268103256666277001,702306,532.30
268103256666277002,704409,69.44
268103256666277003,700032,1109.13
268103256666277004,704411,91.68
268103256666277005,707483,8.08
268103256666277006,705316,426.53
268103256666277007,70121,121781.19
268103256666277008,704418,270.00
268103256666277009,701220,88799.20
268103256666277010,70232,24693.55
268103256666277011,70532,236.99
268103256666277012,704425,124528.55
268103256666277013,707493,405.89
268103256666277014,70007,759.01
268103256666277015,702325,21746.82
268103256666277016,701235,10360.00
268103256666277017,706175,109665.79
268103256666277018,708041,240.01
268103256666277019,70124,59198.95
268103256666277020,70618,168.93
268103256666277021,707512,1641.37
268103256666277022,703478,1691.34
268103256666277023,704449,1524.18
268103256666277024,708053,61.35
268103256666277025,705335,2509.49
268103256666277026,706191,11305.68
268103256666277027,70754,159.85
268103256666277028,697886,103.98
268103256666277029,707573,1.81
268103256666277030,702357,161.04
268103256666277031,708069,959.84
268103256666277032,700127,23042.19
268103256666277033,704468,23928.26
268103256666277034,70758,20053.79
268103256666277035,700143,2277.91
268103256666277036,707590,100787.94
268103256666277037,697953,78674.72
268103256666277038,704488,108.90
268103256666277039,70760,920.35
268103256666277040,706230,1701.77
268103256666277041,70761,779.33
268103256666277042,70238,107.22
268103256666277043,700161,111.34
268103256666277044,708088,42.57
268103256666277045,70809,1146.63
268103256666277046,707638,1845.73
268103256666277047,704495,23.81
268103256666277048,700171,386.46
268103256666277049,703551,108.97
268103256666277050,707644,304.01
268103256666277051,70131,3092.84
268103256666277052,702398,2143.56
268103256666277053,70240,64.32
268103256666277054,704505,310.25
268103256666277055,706251,81.07
268103256666277056,704506,33.35
268103256666277057,707653,88.00
268103256666277058,708100,49350.17
268103256666277059,707655,215.63
268103256666277060,701317,41.30
268103256666277061,705382,147.94
268103256666277062,70019,390.72
268103256666277063,701321,125243.06
268103256666277064,704514,168512.87
268103256666277065,702421,575.21
268103256666277066,708133,51.30
268103256666277067,707672,189.00
268103256666277068,707673,2108.35
268103256666277069,702443,0.01
268103256666277070,704535,155.72
268103256666277071,708154,113.28
268103256666277072,700208,103.77
268103256666277073,706288,1263.94
268103256666277074,708160,76.00
268103256666277075,707683,8287.79
268103256666277076,70817,1867.29
268103256666277077,70359,0.25
268103256666277078,705402,8.85
268103256666277079,702462,152.66
268103256666277080,706293,968.47
268103256666277081,705407,1531.23
268103256666277082,707704,13152.29
268103256666277083,700238,30465.00
268103256666277084,703602,221.24
268103256666277085,700239,34.13
268103256666277086,701359,6.17
