流水号,平台用户编号,金额
268103281764992027,U000208646,16.30
268103281764992028,U000201910,7.40
268103281764992029,U000203362,0.83
268103281764992030,U000205614,5.00
268103281764992031,U000205616,2034.00
268103281764992032,U000201914,408.10
268103281764992033,U000203366,600.33
268103281764992034,U000200247,2.76
268103281764992035,U000206639,88.00
268103281764992036,U000207609,88.00
268103281764992037,U000204513,6.81
268103281764992038,U000207617,96.19
268103281764992039,U000201941,21.35
268103281764992040,U000203390,870.67
268103281764992041,U000207624,50183.52
268103281764992042,U000205642,11.28
268103281764992043,U000200266,52.12
268103281764992044,U000208687,120.13
268103281764992045,U000204536,403.49
268103281764992046,U000200273,23964.05
268103281764992047,U000198633,212.42
268103281764992048,U000206664,198.33
268103281764992049,U000204542,21.50
268103281764992050,U000201992,39.20
268103281764992051,U000205657,559.41
268103281764992052,U000207642,52.71
268103281764992053,U000206673,908.64
268103281764992054,U000205664,8.34
268103281764992055,U000200280,176.99
268103281764992056,U000202007,144.69
268103281764992057,U000200284,9058.41
268103281764992058,U000205681,22.26
268103281764992059,U000198659,0.86
268103281764992060,U000205683,40.00
268103281764992061,U000207666,41.72
268103281764992062,U000202042,80.00
268103281764992063,U000200289,34.65
268103281764992064,U000205688,90.55
268103281764992065,U000207680,65991.94
268103281764992066,U000205689,79.17
268103281764992067,U000203447,44.60
268103281764992068,U000206707,484.32
268103281764992069,U000205694,1756.49
268103281764992070,U000206709,5.00
268103281764992071,U000203467,57.00
268103281764992072,U000198702,81.09
268103281764992073,U000202068,4052.57
268103281764992074,U000204584,0.97
268103281764992075,U000202071,1097.76
268103281764992076,U000202073,52354.28
268103281764992077,U000205703,2008.98
268103281764992078,U000206730,160.83
268103281764992079,U000204592,235.55
268103281764992080,U000202075,7634.55
268103281764992081,U000205707,239.04
268103281764992082,U000202081,2159.31
268103281764992083,U000198713,2299.58
268103281764992084,U000208751,250.00
268103281764992085,U000198718,10.06
268103281764992086,U000207706,222.32
268103281764992087,U000203518,8696.00
268103281764992088,U000202108,40.41
268103281764992089,U000205723,5.31
268103281764992090,U000207709,334.45
268103281764992091,U000202110,0.05
268103281764992092,U000205724,0.54
268103281764992093,U000203553,32.67
268103281764992094,U000204625,0.37
268103281764992095,U000201126,0.70
268103281764992096,U000206761,336.61
268103281764992097,U000203556,1748.34
268103281764992098,U000201128,171.95
268103281764992099,U000207720,585.17
268103281764992100,U000205729,456.01
268103281764992101,U000203578,2279.43
268103281764992102,U000207733,81.65
268103281764992103,U000206775,874.68
268103281764992104,U000200365,364.45
268103281764992105,U000206780,1269.43
268103281764992106,U000201165,144.30
268103281764992107,U000205769,10.77
268103281764992108,U000207758,107536.80
268103281764992109,U000205775,88.00
268103281764992110,U000201171,893.03
268103281764992111,U000202157,75.61
268103281764992112,U000203647,34.72
268103281764992113,U000202159,96.86
268103281764992114,U000207776,131.98
268103281764992115,U000202160,5.53
268103281764992116,U000205785,224.65
268103281764992117,U000202162,28.68
268103281764992118,U000206807,21343.91
268103281764992119,U000206810,1.60
268103281764992120,U000205793,752.56
268103281764992121,U000201202,1016.50
268103281764992122,U000205803,22048.15
268103281764992123,U000206818,49.47
268103281764992124,U000208845,250.00
268103281764992125,U000204707,5.00
268103281764992126,U000208846,88.00
268103281764992127,U000203679,0.55
268103281764992128,U000205819,5382.85
268103281764992129,U000206824,29828.73
268103281764992130,U000206825,581.59
268103281764992131,U000202195,194.11
268103281764992132,U000206834,5.00
268103281764992133,U000207824,400.33
268103281764992134,U000204730,7.29
268103281764992135,U000208879,61.50
268103281764992136,U000206839,99.14
268103281764992137,U000206840,28.23
268103281764992138,U000201241,36.89
268103281764992139,U000202234,23.87
268103281764992140,U000201260,161.47
268103281764992141,U000203714,152.18
268103281764992142,U000201265,374.82
268103281764992143,U000205874,795.67
268103281764992144,U000208924,35.54
268103281764992145,U000201290,132.82
268103281764992146,U000205884,709.87
268103281764992147,U000207860,1133.41
268103281764992148,U000202259,580.80
268103281764992149,U000207872,0.10
268103281764992150,U000201311,312.53
268103281764992151,U000208945,4049.83
268103281764992152,U000207877,5.00
268103281764992153,U000204796,88.00
268103281764992154,U000207881,56.55
268103281764992155,U000203740,5.00
268103281764992156,U000203744,23.34
268103281764992157,U000201325,0.40
268103281764992158,U000201326,40.74
268103281764992159,U000206892,87.94
268103281764992160,U000204808,1016.50
268103281764992161,U000201340,60.75
268103281764992162,U000205925,510.04
268103281764992163,U000205927,2226.76
268103281764992164,U000207899,548.43
268103281764992165,U000202308,0.98
268103281764992166,U000208983,0.37
268103281764992167,U000206908,937.23
268103281764992168,U000207911,225.90
268103281764992169,U000207913,250.00
268103281764992170,U000204833,5.92
268103281764992171,U000202319,2.00
268103281764992172,U000204835,900.66
268103281764992173,U000204839,5.00
268103281764992174,U000208996,307.01
268103281764992175,U000207927,286.39
268103281764992176,U000205955,51.36
268103281764992177,U000203788,16729.17
268103281764992178,U000205958,14289.80
268103281764992179,U000203790,1750.19
268103281764992180,U000207936,1044.09
268103281764992181,U000209002,171.07
268103281764992182,U000205962,65.62
268103281764992183,U000206925,29.45
268103281764992184,U000204853,42047.69
268103281764992185,U000207941,51.01
268103281764992186,U000209010,1080.55
268103281764992187,U000206933,30.34
268103281764992188,U000209012,34.03
268103281764992189,U000206934,73.39
268103281764992190,U000202373,0.06
268103281764992191,U000202384,1.63
268103281764992192,U000203809,0.20
268103281764992193,U000207964,66.68
268103281764992194,U000205986,49.94
268103281764992195,U000209023,1458.50
268103281764992196,U000203820,1285.70
268103281764992197,U000209025,45225.04
268103281764992198,U000205991,108.69
268103281764992199,U000202411,40.00
268103281764992200,U000201503,8.39
268103281764992201,U000202424,647.38
268103281764992202,U000207992,210.48
268103281764992203,U000206954,26.18
268103281764992204,U000204890,5.00
268103281764992205,U000202451,535.50
268103281764992206,U000201548,0.70
268103281764992207,U000208015,566.69
268103281764992208,U000206969,52501.47
268103281764992209,U000206027,104.01
268103281764992210,U000202461,5.00
268103281764992211,U000206031,51983.15
268103281764992212,U000206979,1.80
268103281764992213,U000206981,88.00
268103281764992214,U000209070,354.65
268103281764992215,U000201574,1370.31
268103281764992216,U000208046,30991.95
268103281764992217,U000209074,19.48
268103281764992218,U000201579,20000.00
268103281764992219,U000206987,60.09
268103281764992220,U000201588,88.00
268103281764992221,U000206049,51.96
268103281764992222,U000208061,146.94
268103281764992223,U000201600,0.72
268103281764992224,U000208069,0.10
268103281764992225,U000206063,585.16
268103281764992226,U000204930,1104.34
268103281764992227,U000202540,41.31
268103281764992228,U000206068,473.02
268103281764992229,U000209091,82.59
268103281764992230,U000202544,101.94
268103281764992231,U000208082,2.00
268103281764992232,U000206077,23.90
268103281764992233,U000208084,348.37
268103281764992234,U000203896,451.35
268103281764992235,U000206080,110.66
268103281764992236,U000206082,113.80
268103281764992237,U000202560,17994.01
268103281764992238,U000204951,81.58
268103281764992239,U000209110,387.81
268103281764992240,U000201636,74.48
268103281764992241,U000208095,150.41
268103281764992242,U000209126,729.23
268103281764992243,U000204961,0.50
268103281764992244,U000209128,25.37
268103281764992245,U000209131,364.95
268103281764992246,U000204979,193.29
268103281764992247,U000202596,50000.00
268103281764992248,U000209134,327.48
268103281764992249,U000203926,94.39
268103281764992250,U000208108,819.96
268103281764992251,U000202604,3753.86
268103281764992252,U000206124,905.35
268103281764992253,U000206128,50.44
268103281764992254,U000206129,28107.49
268103281773380611,U000205005,8.96
268103281773380612,U000209146,2026.94
268103281773380613,U000208125,505.00
268103281773380614,U000206134,9.28
268103281773380615,U000205016,10784.75
268103281773380616,U000203947,50.00
268103281773380617,U000202622,106.15
268103281773380618,U000201687,60.75
268103281773380619,U000202626,0.86
268103281773380620,U000205025,91.41
268103281773380621,U000203954,109.68
268103281773380622,U000206142,31648.52
268103281773380623,U000207093,5.00
268103281773380624,U000206147,54100.00
268103281773380625,U000207099,0.70
268103281773380626,U000210938,91766.33
268103281773380627,U000208147,107200.87
268103281773380628,U000208148,1188.39
268103281773380629,U000208149,43.20
268103281773380630,U000207109,18583.74
268103281773380631,U000209714,1758.70
268103281773380632,U000210942,148.51
268103281773380633,U000208153,88.00
268103281773380634,U000209177,106419.91
268103281773380635,U000205065,600.16
268103281773380636,U000206160,199.20
268103281773380637,U000208156,800.50
268103281773380638,U000203989,214.14
268103281773380639,U000208157,85.50
268103281773380640,U000205070,22.32
268103281773380641,U000207123,0.50
268103281773380642,U000209192,598.24
268103281773380643,U000208163,22137.61
268103281773380644,U000209196,91.33
268103281773380645,U000209741,20.15
268103281773380646,U000204007,764.92
268103281773380647,U000206187,10600.67
268103281773380648,U000207131,0.37
268103281773380649,U000208170,901.75
268103281773380650,U000206190,2126.39
268103281773380651,U000210989,44.09
268103281773380652,U000202711,413.66
268103281773380653,U000204018,95.81
268103281773380654,U000207139,18772.91
268103281773380655,U000202722,240.24
268103281773380656,U000208178,14327.20
268103281773380657,U000207141,20045.72
268103281773380658,U000204020,3295.75
268103281773380659,U000208187,1022.79
268103281773380660,U000209225,4590.77
268103281773380661,U000208195,34183.90
268103281773380662,U000205109,73.55
268103281773380663,U000206210,783.31
268103281773380664,U000209788,884.89
268103281773380665,U000208206,46849.05
268103281773380666,U000211048,195.71
268103281773380667,U000202762,3511.74
268103281773380668,U000206225,638.69
268103281773380669,U000211051,88.00
268103281773380670,U000209242,649.51
268103281773380671,U000208213,27.00
268103281773380672,U000206226,8.55
268103281773380673,U000211058,3.98
268103281773380674,U000209246,548.87
268103281773380675,U000207187,102.21
268103281773380676,U000209809,1085.86
268103281773380677,U000207189,447.63
268103281773380678,U000207192,306.89
268103281773380679,U000209813,88.00
268103281773380680,U000209271,1133.32
268103281773380681,U000206241,665.14
268103281773380682,U000208227,250.00
268103281773380683,U000204071,465.00
268103281773380684,U000211079,35.98
268103281773380685,U000209276,182.97
268103281773380686,U000206245,35.34
268103281773380687,U000207220,165.03
268103281773380688,U000206253,5.00
268103281773380689,U000206254,35.50
268103281773380690,U000204088,47.09
268103281773380691,U000202864,0.53
268103281773380692,U000204090,1187.21
268103281773380693,U000209303,37.96
268103281773380694,U000208247,160.43
268103281773380695,U000211106,42711.47
268103281773380696,U000206274,6263.16
268103281773380697,U000209314,0.30
268103281773380698,U000209319,106.06
268103281773380699,U000211120,5.00
268103281773380700,U000208270,456.89
268103281773380701,U000202919,0.01
268103281773380702,U000209331,31080.00
268103281773380703,U000207261,5.00
268103281773380704,U000208290,1965.32
268103281773380705,U000209353,0.60
268103281773380706,U000211141,0.60
268103281773380707,U000202949,198.32
268103281773380708,U000207272,157.17
268103281773380709,U000208305,5.00
268103281773380710,U000205222,0.50
268103281773380711,U000204136,34.51
268103281773380712,U000207275,265.67
268103281773380713,U000206306,0.70
268103281773380714,U000207283,129.16
268103281773380715,U000205230,51925.00
268103281773380716,U000206315,113.18
268103281773380717,U000209377,1154.44
268103281773380718,U000208317,512.53
268103281773380719,U000208331,2750.21
268103281773380720,U000206333,11.79
268103281773380721,U000211168,3.66
268103281773380722,U000205252,34.36
268103281773380723,U000211171,577.50
268103281773380724,U000202989,9290.96
268103281773380725,U000209951,678.18
268103281773380726,U000209408,1928.31
268103281773380727,U000206346,74.27
268103281773380728,U000207317,153.09
268103281773380729,U000206348,80.00
268103281773380730,U000207326,10820.00
268103281773380731,U000203004,0.81
268103281773380732,U000211187,3.01
268103281773380733,U000203013,137.91
268103281773380734,U000209984,101.00
268103281773380735,U000209431,0.51
268103281773380736,U000207339,44345.04
268103281773380737,U000205270,61.42
268103281773380738,U000204189,1090.00
268103281773380739,U000203048,5.00
268103281773380740,U000210000,43416.85
268103281773380741,U000209446,64.78
268103281773380742,U000210005,13416.80
268103281773380743,U000206372,40.62
268103281773380744,U000206374,143.86
268103281773380745,U000211232,743.48
268103281773380746,U000204207,152.07
268103281773380747,U000204208,180.48
268103281773380748,U000205297,10.40
268103281773380749,U000206380,119.53
268103281773380750,U000210022,100.62
268103281773380751,U000212124,1116.23
268103281773380752,U000210029,93.84
268103281773380753,U000206386,21.15
268103281773380754,U000209471,92.93
268103281773380755,U000204215,2.08
268103281773380756,U000207381,143.06
268103281773380757,U000207384,230.53
268103281773380758,U000205318,76.57
268103281773380759,U000207388,20025.37
268103281773380760,U000206394,154.36
268103281773380761,U000206395,333.15
268103281773380762,U000211290,0.54
268103281773380763,U000212155,587.48
268103281773380764,U000204236,159.14
268103281773380765,U000211295,3454.20
268103281773380766,U000212156,32995.59
268103281773380767,U000206410,49.13
268103281773380768,U000208436,81.73
268103281773380769,U000209499,99.07
268103281773380770,U000204249,35.98
268103281773380771,U000207407,27.93
268103281773380772,U000209508,1185.10
268103281773380773,U000208441,173.71
268103281773380774,U000211321,5.00
268103281773380775,U000209513,1063.73
268103281773380776,U000211323,96.70
268103281773380777,U000205356,88.00
268103281773380778,U000207420,113.42
268103281773380779,U000210095,11197.77
268103281773380780,U000209526,301.02
268103281773380781,U000207423,849.68
268103281773380782,U000206442,286.80
268103281773380783,U000210113,2137.58
268103281773380784,U000207432,35.78
268103281773380785,U000209532,347.55
268103281773380786,U000207440,309.41
268103281773380787,U000212204,46.68
268103281773380788,U000207445,40009.21
268103281773380789,U000207446,0.11
268103281773380790,U000207453,1373.30
268103281773380791,U000211369,164.92
268103281773380792,U000210211,108.87
268103281773380793,U000212237,634.30
268103281773380794,U000212266,2656.99
268103281773380795,U000210242,27.97
268103281773380796,U000212272,16.81
268103281773380797,U000212288,10180.00
268103281773380798,U000208530,5.00
268103281773380799,U000211421,0.05
268103281773380800,U000211422,24599.85
268103281773380801,U000210270,5.00
268103281773380802,U000210272,342.65
268103281773380803,U000210274,40.00
268103281773380804,U000212349,4.00
268103281773380805,U000210286,88.00
268103281773380806,U000210292,10020.00
268103281773380807,U000210294,79047.15
268103281773380808,U000211494,71.45
268103281773380809,U000210320,88.00
268103281773380810,U000210325,1319.55
268103281773380811,U000210339,40.00
268103281773380812,U000210343,91.44
268103281773380813,U000212470,18.16
268103281773380814,U000212471,133.01
268103281773380815,U000210355,1729.21
268103281773380816,U000210357,88.00
268103281773380817,U000210358,2206.62
268103281773380818,U000211598,966.55
268103281773380819,U000211608,126.84
268103281773380820,U000210376,20924.10
268103281773380821,U000211625,70.72
268103281773380822,U000210381,8244.36
268103281773380823,U000210389,19.17
268103281773380824,U000210390,75317.28
268103281773380825,U000212524,263.14
268103281773380826,U000210400,5.00
268103281773380827,U000211655,708.40
268103281773380828,U000212553,60.72
268103281773380829,U000211676,14958.37
268103281773380830,U000210412,1516.77
268103281773380831,U000210419,154.32
268103281773380832,U000212578,64918.90
268103281773380833,U000210423,480.87
268103281773380834,U000211692,11.32
268103281773380835,U000210431,208.69
268103281773380836,U000210432,37346.90
268103281773380837,U000212605,3.00
268103281773380838,U000213664,0.30
268103281773380839,U000211701,20.51
268103281773380840,U000213673,273.57
268103281773380841,U000210447,30.25
268103281773380842,U000210448,10194.89
268103281773380843,U000213693,10.22
268103281773380844,U000212651,33658.02
268103281773380845,U000210457,264.78
268103281773380846,U000211737,2185.09
268103281773380847,U000210468,413.74
268103281773380848,U000212662,1089.16
268103281773380849,U000211743,389.69
268103281773380850,U000212672,1267.20
268103281773380851,U000210480,167.47
268103281773380852,U000213743,873.02
268103281773380853,U000212695,44.25
268103281773380854,U000211755,16.46
268103281773380855,U000213746,81.12
268103281773380856,U000213751,47.19
268103281773380857,U000210496,25.37
268103281781769225,U000211760,20572.20
268103281781769226,U000210509,36.97
268103281781769227,U000212737,28.92
268103281781769228,U000212740,1.40
268103281781769229,U000213780,38.51
268103281781769230,U000213781,40.00
268103281781769231,U000210517,91.02
268103281781769232,U000211789,41.79
268103281781769233,U000210520,41.70
268103281781769234,U000212771,1482.14
268103281781769235,U000211804,34.23
268103281781769236,U000210530,136.06
268103281781769237,U000216066,1.00
268103281781769238,U000211810,23.72
268103281781769239,U000213806,73.50
268103281781769240,U000211811,102.38
268103281781769241,U000211813,18795.27
268103281781769242,U000214950,20200.00
268103281781769243,U000210538,599.83
268103281781769244,U000214954,584.89
268103281781769245,U000210542,29.12
268103281781769246,U000212805,135.01
268103281781769247,U000214964,1913.04
268103281781769248,U000210543,387.25
268103281781769249,U000211821,1074.86
268103281781769250,U000216994,346.03
268103281781769251,U000211822,71.44
268103281781769252,U000213822,14743.79
268103281781769253,U000211824,2256.39
268103281781769254,U000216090,106.99
268103281781769255,U000211829,606.01
268103281781769256,U000212826,18.82
268103281781769257,U000218734,8.06
268103281781769258,U000210553,2502.91
268103281781769259,U000214989,2.01
268103281781769260,U000212838,46.70
268103281781769261,U000210567,63.59
268103281781769262,U000211849,28849.59
268103281781769263,U000216123,805.22
268103281781769264,U000212853,5.52
268103281781769265,U000218758,250.00
268103281781769266,U000210577,315.97
268103281781769267,U000215044,500.00
268103281781769268,U000217964,1082.00
268103281781769269,U000217965,216.18
268103281781769270,U000210582,173.35
268103281781769271,U000210584,326.08
268103281781769272,U000216140,193.16
268103281781769273,U000217035,0.05
268103281781769274,U000219826,19088.41
268103281781769275,U000212871,242.72
268103281781769276,U000211872,8.12
268103281781769277,U000219839,0.80
268103281781769278,U000219842,0.15
268103281781769279,U000218783,196.88
268103281781769280,U000211879,763.87
268103281781769281,U000217050,1.52
268103281781769282,U000211882,369.03
268103281781769283,U000210621,11218.08
268103281781769284,U000218800,4.42
268103281781769285,U000217058,94.88
268103281781769286,U000218003,88.00
268103281781769287,U000219860,40.40
268103281781769288,U000216176,0.30
268103281781769289,U000218816,94.27
268103281781769290,U000212924,10446.47
268103281781769291,U000215100,59.75
268103281781769292,U000216193,176.00
268103281781769293,U000218018,312.79
268103281781769294,U000217076,101.75
268103281781769295,U000216197,31.06
268103281781769296,U000216200,189.37
268103281781769297,U000213954,0.55
268103281781769298,U000211919,128.00
268103281781769299,U000216212,20.00
268103281781769300,U000218839,88.00
268103281781769301,U000217088,1.14
268103281781769302,U000216214,88.00
268103281781769303,U000212974,29.98
268103281781769304,U000211934,356.12
268103281781769305,U000213965,4.00
268103281781769306,U000217095,83.39
268103281781769307,U000211946,193.98
268103281781769308,U000218856,4360.59
268103281781769309,U000212987,294.23
268103281781769310,U000216221,34.87
268103281781769311,U000217103,2031.00
268103281781769312,U000215168,23023.11
268103281781769313,U000218046,128.54
268103281781769314,U000210711,570.43
268103281781769315,U000219902,79.21
268103281781769316,U000218867,101.15
268103281781769317,U000219904,59.14
268103281781769318,U000211962,6.26
268103281781769319,U000210723,966.16
268103281781769320,U000213016,104271.38
268103281781769321,U000213018,93.49
268103281781769322,U000213989,33.65
268103281781769323,U000216253,296.09
268103281781769324,U000210737,627.23
268103281781769325,U000213998,0.03
268103281781769326,U000211977,815.21
268103281781769327,U000217132,40.00
268103281781769328,U000214001,6277.16
268103281781769329,U000210742,102.57
268103281781769330,U000215215,1813.22
268103281781769331,U000218070,28.20
268103281781769332,U000218893,19.91
268103281781769333,U000214013,56.33
268103281781769334,U000215220,7.42
268103281781769335,U000213074,17.81
268103281781769336,U000218903,36.41
268103281781769337,U000214029,1963.89
268103281781769338,U000215238,373.34
268103281781769339,U000216285,6390.89
268103281781769340,U000210782,2514.55
268103281781769341,U000212005,177.80
268103281781769342,U000214045,5.95
268103281781769343,U000214053,30454.00
268103281781769344,U000219964,12.14
268103281781769345,U000210812,0.30
268103281781769346,U000218950,26707.65
268103281781769347,U000215260,992.73
268103281781769348,U000219970,41.96
268103281781769349,U000210820,54848.43
268103281781769350,U000218103,20967.60
268103281781769351,U000218964,0.82
268103281781769352,U000213173,100.06
268103281781769353,U000216329,88.00
268103281781769354,U000212028,2073.44
268103281781769355,U000215275,40.00
268103281781769356,U000213202,78.12
268103281781769357,U000215292,443.25
268103281781769358,U000213225,634.60
268103281781769359,U000212040,672.61
268103281781769360,U000215295,0.50
268103281781769361,U000212041,4.12
268103281781769362,U000216345,322.75
268103281781769363,U000215297,37.29
268103281781769364,U000220002,120.00
268103281781769365,U000218991,88.00
268103281781769366,U000214117,21640.00
268103281781769367,U000217217,669.48
268103281781769368,U000213242,40.00
268103281781769369,U000212069,735.75
268103281781769370,U000215340,33.06
268103281781769371,U000213251,5977.06
268103281781769372,U000215341,418.12
268103281781769373,U000216372,16230.00
268103281781769374,U000219026,147.60
268103281781769375,U000215346,14.62
268103281781769376,U000216375,40.45
268103281781769377,U000219028,88.00
268103281781769378,U000220028,528.67
268103281781769379,U000220029,33549.79
268103281781769380,U000214167,5.00
268103281781769381,U000215351,291.27
268103281781769382,U000220034,5221.92
268103281781769383,U000215356,35.00
268103281781769384,U000213294,130.70
268103281781769385,U000215359,20.53
268103281781769386,U000220041,80.00
268103281781769387,U000214179,50.74
268103281781769388,U000217251,160.33
268103281781769389,U000215363,88.00
268103281781769390,U000219060,68.38
268103281781769391,U000213317,6559.94
268103281781769392,U000220054,88.00
268103281781769393,U000215370,3009.96
268103281781769394,U000213323,208.10
268103281781769395,U000215371,642.82
268103281781769396,U000218176,64.94
268103281781769397,U000213326,37.76
268103281781769398,U000218179,91.65
268103281781769399,U000220074,742.09
268103281781769400,U000217275,88.00
268103281781769401,U000215381,9.71
268103281781769402,U000213335,8901.00
268103281781769403,U000214228,50.87
268103281781769404,U000214232,20336.14
268103281781769405,U000213338,5.00
268103281781769406,U000215389,0.28
268103281781769407,U000214242,741.86
268103281781769408,U000217290,29.72
268103281781769409,U000215397,5241.90
268103281781769410,U000218190,258.61
268103281781769411,U000214246,80.00
268103281781769412,U000220104,26.22
268103281781769413,U000219090,88.00
268103281781769414,U000217304,301.15
268103281781769415,U000220110,889.26
268103281781769416,U000219096,22.85
268103281781769417,U000220111,56234.08
268103281781769418,U000215417,18693.00
268103281781769419,U000219101,18.36
268103281781769420,U000214271,7.00
268103281781769421,U000219102,52952.90
268103281781769422,U000215423,785.82
268103281781769423,U000218213,80.00
268103281781769424,U000214281,2530.52
268103281781769425,U000215439,353.30
268103281781769426,U000215443,12150.70
268103281781769427,U000218219,20.00
268103281781769428,U000213388,20.83
268103281781769429,U000219137,365.48
268103281781769430,U000220160,40.00
268103281781769431,U000215460,23.66
268103281781769432,U000220161,88.00
268103281781769433,U000217338,40.00
268103281781769434,U000215461,22110.96
268103281781769435,U000215464,47.16
268103281781769436,U000220172,5906.66
268103281781769437,U000214319,371.85
268103281781769438,U000220195,213.68
268103281781769439,U000216479,34.48
268103281781769440,U000214326,0.22
268103281781769441,U000214330,5190.37
268103281781769442,U000213407,2315.34
268103281781769443,U000216484,3174.55
268103281781769444,U000220202,3723.15
268103281781769445,U000214337,173.53
268103281781769446,U000220212,1015.50
268103281781769447,U000220214,63.65
268103281781769448,U000214350,30.28
268103281781769449,U000213434,62.98
268103281781769450,U000218257,736.59
268103281781769451,U000217373,306.32
268103281781769452,U000216505,69.17
268103281781769453,U000220228,848.83
268103281781769454,U000215514,104.82
268103281781769455,U000213447,32826.54
268103281781769456,U000215520,1038.81
268103281781769457,U000215521,531.08
268103281781769458,U000219194,9.98
268103281781769459,U000214385,96.11
268103281781769460,U000213452,239.18
268103281781769461,U000215523,878.51
268103281781769462,U000214388,231.31
268103281781769463,U000220252,119.15
268103281781769464,U000216526,34.55
268103281781769465,U000218283,56.15
268103281781769466,U000219209,303.77
268103281781769467,U000215535,154.11
268103281781769468,U000213472,5315.29
268103281781769469,U000215541,2031.00
268103281781769470,U000213482,124.58
268103281781769471,U000215545,1118.00
268103281781769472,U000220270,88.00
268103281781769473,U000215554,463.31
268103281781769474,U000215556,67.34
268103281781769475,U000214427,58.40
268103281781769476,U000218300,67.94
268103281781769477,U000219229,82.41
268103281781769478,U000213507,0.02
268103281781769479,U000215561,30082.24
268103281781769480,U000219234,21966.66
268103281781769481,U000218308,0.10
268103281781769482,U000213525,4240.02
268103281781769483,U000215567,31818.63
268103281781769484,U000213528,298.42
268103281781769485,U000220304,221.85
268103281781769486,U000219243,245.84
268103281781769487,U000214458,532.57
268103281781769488,U000217451,88.00
268103281781769489,U000215580,80.00
268103281781769490,U000219249,40.00
268103281781769491,U000215585,1296.36
268103281781769492,U000218323,41.00
268103281781769493,U000214472,300.72
268103281781769494,U000213552,24.28
268103281781769495,U000214475,100.00
268103281781769496,U000217463,901.45
268103281781769497,U000213568,2122.75
268103281781769498,U000218329,10063.53
268103281781769499,U000215604,135.46
268103281781769500,U000217468,5327.65
268103281781769501,U000213579,101550.00
268103281781769502,U000216601,0.05
268103281781769503,U000215607,88.00
268103281781769504,U000215608,1483.02
268103281781769505,U000216612,0.10
268103281781769506,U000214499,223.81
268103281781769507,U000217483,4480.95
268103281790157827,U000213607,103.61
268103281790157828,U000220364,44.96
268103281790157829,U000218348,225.73
268103281790157830,U000220365,138.23
268103281790157832,U000218355,39.47
268103281790157833,U000220385,101550.00
268103281790157834,U000220386,20533.30
268103281790157835,U000220387,263.40
268103281790157836,U000216642,212.47
268103281790157837,U000214556,728.51
268103281790157838,U000215682,4119.66
268103281790157839,U000214558,266.88
268103281790157840,U000214562,221.12
268103281790157841,U000215695,38.14
268103281790157842,U000218384,19326.44
268103281790157843,U000216676,592.79
268103281790157844,U000214584,78.58
268103281790157846,U000215713,0.50
268103281790157847,U000220435,97.72
268103281790157848,U000215718,2234.44
268103281790157849,U000216688,59.46
268103281790157850,U000219377,32599.10
268103281790157851,U000214605,300.00
268103281790157852,U000219381,628.11
268103281790157853,U000218414,97.98
268103281790157854,U000219401,122.87
268103281790157855,U000215738,331.34
268103281790157856,U000221079,10905.07
268103281790157857,U000219408,20310.00
268103281790157858,U000219410,152.87
268103281790157859,U000221095,3.63
268103281790157860,U000216711,88.00
268103281790157861,U000220509,3357.39
268103281790157862,U000222341,13614.88
268103281790157863,U000220524,19156.72
268103281790157864,U000219426,19584.20
268103281790157865,U000217639,162.56
268103281790157866,U000214673,1004.41
268103281790157867,U000217644,171.67
268103281790157868,U000218452,338.96
268103281790157869,U000221123,0.57
268103281790157870,U000222357,2193.72
268103281790157871,U000220553,20324.35
268103281790157872,U000219446,176.00
268103281790157873,U000222368,10492.88
268103281790157874,U000217661,36.88
268103281790157875,U000215781,0.90
268103281790157876,U000218462,27531.67
268103281790157877,U000221151,58.04
268103281790157878,U000220572,1035.00
268103281790157879,U000215791,3525.40
268103281790157880,U000219469,0.83
268103281790157881,U000222378,61.34
268103281790157882,U000222379,1918.75
268103281790157883,U000218473,34.13
268103281790157884,U000220587,10968.60
268103281790157885,U000218474,88.00
268103281790157886,U000222384,714.15
268103281790157887,U000218475,20178.31
268103281790157888,U000215807,22.17
268103281790157889,U000222391,54.88
268103281790157890,U000220595,105.55
268103281790157891,U000214748,29.96
268103281790157892,U000216765,31.35
268103281790157893,U000217699,11.65
268103281790157894,U000214761,107.91
268103281790157895,U000216774,159.08
268103281790157896,U000217701,200.82
268103281790157897,U000214762,10.57
268103281790157898,U000215830,18691.92
268103281790157899,U000221225,43.99
268103281790157900,U000219506,38.20
268103281790157901,U000214765,445.86
268103281790157902,U000222421,1371.30
268103281790157903,U000221246,34.64
268103281790157904,U000215838,7.06
268103281790157905,U000219516,502.63
268103281790157906,U000222430,51.11
268103281790157907,U000215846,1139.80
268103281790157908,U000215861,2610.19
268103281790157909,U000222441,70.97
268103281790157910,U000220661,2062.92
268103281790157911,U000219547,88.00
268103281790157912,U000216808,26.00
268103281790157913,U000222446,10937.48
268103281790157914,U000220667,223789.85
268103281790157915,U000222452,342.02
268103281790157916,U000217758,1570.37
268103281790157917,U000215873,450.42
268103281790157918,U000215874,510.73
268103281790157919,U000220682,88.00
268103281790157920,U000223454,53.21
268103281790157921,U000214843,9551.57
268103281790157922,U000215882,10302.59
268103281790157923,U000223477,5.64
268103281790157924,U000220701,299.01
268103281790157925,U000215887,611.74
268103281790157926,U000221311,88.00
268103281790157927,U000214852,253.89
268103281790157928,U000217773,104.85
268103281790157929,U000221317,280.02
268103281790157930,U000223490,203.01
